workerid,proliferate.condition,practiceResp,error
178,5,"practice,0,5,FN1H.webm,77,non-word,1657216619968,1657216623645,3677,false,false;practice,1,1,FN86H-CATCH.webm,66,,1657216628031,1657216630883,2852,true,true;practice,2,2,FN6M.webm,77,non-word,1657216634060,1657216636828,2768,false,false;practice,3,4,F4M.webm,88,word,1657216639820,1657216642604,2784,false,false;practice,4,0,F40H.webm,88,word,1657216645086,1657216647900,2814,false,false;practice,5,3,F2H-CATCH.webm,66,,1657216650001,1657216652610,2609,true,true;",
342,5,"practice,0,3,F2H-CATCH.webm,88,word,1659022433904,1659022438555,4651,true,false;practice,1,1,FN86H-CATCH.webm,66,,1659022445073,1659022447698,2625,true,true;practice,2,0,F40H.webm,88,word,1659022450294,1659022453370,3076,false,false;practice,3,2,FN6M.webm,77,non-word,1659022455563,1659022458354,2791,false,false;practice,4,4,F4M.webm,88,word,1659022460280,1659022462962,2682,false,false;practice,5,5,FN1H.webm,77,non-word,1659022464739,1659022467978,3239,false,false;",
256,5,"practice,0,1,FN86H-CATCH.webm,66,,1659021400667,1659021405050,4383,true,true;practice,1,0,F40H.webm,88,word,1659021409860,1659021414352,4492,false,false;practice,2,4,F4M.webm,88,word,1659021417600,1659021422448,4848,false,false;practice,3,2,FN6M.webm,77,non-word,1659021427554,1659021431883,4329,false,false;practice,4,5,FN1H.webm,77,non-word,1659021434964,1659021438277,3313,false,false;practice,5,3,F2H-CATCH.webm,88,word,1659021440665,1659021446215,5550,true,false;",
201,5,"practice,0,4,F4M.webm,88,word,1659021236078,1659021242711,6633,false,false;practice,1,2,FN6M.webm,77,non-word,1659021248934,1659021253533,4599,false,false;practice,2,3,F2H-CATCH.webm,88,word,1659021256895,1659021259595,2700,true,false;practice,3,0,F40H.webm,88,word,1659021286283,1659021289825,3542,false,false;practice,4,1,FN86H-CATCH.webm,66,,1659021292564,1659021295689,3125,true,true;practice,5,5,FN1H.webm,77,non-word,1659021301544,1659021305009,3465,false,false;",
225,5,"practice,0,5,FN1H.webm,77,non-word,1659021652705,1659021655668,2963,false,false;practice,1,2,FN6M.webm,77,non-word,1659021658664,1659021666795,8131,false,false;practice,2,4,F4M.webm,88,word,1659021670100,1659021674458,4358,false,false;practice,3,1,FN86H-CATCH.webm,77,non-word,1659021676979,1659021679654,2675,true,false;practice,4,3,F2H-CATCH.webm,66,,1659021688748,1659021691291,2543,true,true;practice,5,0,F40H.webm,88,word,1659021694281,1659021696988,2707,false,false;",
304,5,"practice,0,2,FN6M.webm,77,non-word,1659021438615,1659021441484,2869,false,false;practice,1,4,F4M.webm,88,word,1659021445444,1659021449217,3773,false,false;practice,2,1,FN86H-CATCH.webm,88,word,1659021452597,1659021455828,3231,true,false;practice,3,0,F40H.webm,88,word,1659021467626,1659021470468,2842,false,false;practice,4,5,FN1H.webm,77,non-word,1659021472857,1659021475872,3015,false,false;practice,5,3,F2H-CATCH.webm,66,,1659021478297,1659021480177,1880,true,true;",
360,5,"practice,0,2,FN6M.webm,77,non-word,1659028652576,1659028656907,4331,false,false;practice,1,4,F4M.webm,88,word,1659028662440,1659028668776,6336,false,false;practice,2,5,FN1H.webm,77,non-word,1659028670968,1659028675064,4096,false,false;practice,3,1,FN86H-CATCH.webm,77,non-word,1659028677233,1659028680430,3197,true,false;practice,4,3,F2H-CATCH.webm,88,word,1659028684551,1659028690331,5780,true,false;practice,5,0,F40H.webm,88,word,1659028692274,1659028696157,3883,false,false;",
217,8,"practice,0,4,F4M.webm,77,word,1659021805446,1659021812377,6931,false,false;practice,1,1,FN86H-CATCH.webm,88,non-word,1659021815654,1659021819521,3867,true,false;practice,2,3,F2H-CATCH.webm,66,,1659021832444,1659021834705,2261,true,true;practice,3,5,FN1H.webm,88,non-word,1659021837291,1659021843660,6369,false,false;practice,4,0,F40H.webm,77,word,1659021849774,1659021854052,4278,false,false;practice,5,2,FN6M.webm,88,non-word,1659021856447,1659021860771,4324,false,false;",
303,8,"practice,0,1,FN86H-CATCH.webm,88,non-word,1659021516283,1659021520162,3879,true,false;practice,1,3,F2H-CATCH.webm,77,word,1659021535221,1659021537808,2587,true,false;practice,2,5,FN1H.webm,88,non-word,1659021544890,1659021547313,2423,false,false;practice,3,2,FN6M.webm,88,non-word,1659021549950,1659021552313,2363,false,false;practice,4,4,F4M.webm,77,word,1659021554526,1659021557448,2922,false,false;practice,5,0,F40H.webm,77,word,1659021559143,1659021561553,2410,false,false;",
255,8,"practice,0,1,FN86H-CATCH.webm,88,non-word,1659021493393,1659021501304,7911,true,false;practice,1,4,F4M.webm,77,word,1659021518080,1659021523149,5069,false,false;practice,2,0,F40H.webm,77,word,1659021527362,1659021531404,4042,false,false;practice,3,3,F2H-CATCH.webm,66,,1659021533949,1659021536726,2777,true,true;practice,4,5,FN1H.webm,88,non-word,1659021539579,1659021543773,4194,false,false;practice,5,2,FN6M.webm,88,non-word,1659021546350,1659021550077,3727,false,false;",
263,8,"practice,0,3,F2H-CATCH.webm,77,word,1659021435725,1659021440341,4616,true,false;practice,1,4,F4M.webm,77,word,1659021486513,1659021491496,4983,false,false;practice,2,2,FN6M.webm,88,non-word,1659021496242,1659021500432,4190,false,false;practice,3,1,FN86H-CATCH.webm,66,,1659021503224,1659021505406,2182,true,true;practice,4,0,F40H.webm,77,word,1659021509223,1659021512252,3029,false,false;practice,5,5,FN1H.webm,88,non-word,1659021515281,1659021519196,3915,false,false;",
331,8,"practice,0,4,F4M.webm,77,word,1659022005703,1659022010502,4799,false,false;practice,1,1,FN86H-CATCH.webm,88,non-word,1659022020193,1659022025001,4808,true,false;practice,2,3,F2H-CATCH.webm,66,,1659022046348,1659022049469,3121,true,true;practice,3,5,FN1H.webm,88,non-word,1659022054355,1659022058099,3744,false,false;practice,4,2,FN6M.webm,88,non-word,1659022062210,1659022065138,2928,false,false;practice,5,0,F40H.webm,77,word,1659022067584,1659022072003,4419,false,false;",
247,8,"practice,0,0,F40H.webm,66,,1659021647546,1659021651066,3520,false,true;practice,1,4,F4M.webm,77,word,1659021674125,1659021681623,7498,false,false;practice,2,1,FN86H-CATCH.webm,88,non-word,1659021686538,1659021689502,2964,true,false;practice,3,5,FN1H.webm,88,non-word,1659021695175,1659021697382,2207,false,false;practice,4,2,FN6M.webm,88,non-word,1659021700714,1659021703157,2443,false,false;practice,5,3,F2H-CATCH.webm,66,,1659021706309,1659021708411,2102,true,true;",
200,8,"practice,0,1,FN86H-CATCH.webm,88,non-word,1659021238389,1659021242620,4231,true,false;practice,1,4,F4M.webm,77,word,1659021259728,1659021263041,3313,false,false;practice,2,5,FN1H.webm,88,non-word,1659021267209,1659021270289,3080,false,false;practice,3,0,F40H.webm,77,word,1659021273728,1659021277050,3322,false,false;practice,4,2,FN6M.webm,88,non-word,1659021280461,1659021283819,3358,false,false;practice,5,3,F2H-CATCH.webm,66,,1659021287334,1659021290548,3214,true,true;",
271,8,"practice,0,4,F4M.webm,77,word,1659021420566,1659021426454,5888,false,false;practice,1,1,FN86H-CATCH.webm,88,non-word,1659021433465,1659021437045,3580,true,false;practice,2,3,F2H-CATCH.webm,66,,1659021449110,1659021452413,3303,true,true;practice,3,2,FN6M.webm,88,non-word,1659021455937,1659021459645,3708,false,false;practice,4,5,FN1H.webm,88,non-word,1659021463316,1659021466245,2929,false,false;practice,5,0,F40H.webm,77,word,1659021468960,1659021471973,3013,false,false;",
224,8,"practice,0,2,FN6M.webm,88,non-word,1659021307288,1659021311187,3899,false,false;practice,1,1,FN86H-CATCH.webm,88,non-word,1659021314834,1659021319352,4518,true,false;practice,2,4,F4M.webm,77,word,1659021327821,1659021330646,2825,false,false;practice,3,0,F40H.webm,77,word,1659021333384,1659021335739,2355,false,false;practice,4,3,F2H-CATCH.webm,66,,1659021337649,1659021341108,3459,true,true;practice,5,5,FN1H.webm,88,non-word,1659021343883,1659021346655,2772,false,false;",
177,8,"practice,0,5,FN1H.webm,88,non-word,1657215668486,1657215686457,17971,false,false;practice,1,0,F40H.webm,77,word,1657215690528,1657215693269,2741,false,false;practice,2,1,FN86H-CATCH.webm,66,,1657215695977,1657215698181,2204,true,true;practice,3,3,F2H-CATCH.webm,66,,1657215700750,1657215703385,2635,true,true;practice,4,2,FN6M.webm,88,non-word,1657215706117,1657215709628,3511,false,false;practice,5,4,F4M.webm,77,word,1657215711691,1657215714662,2971,false,false;",
353,8,"practice,0,0,F40H.webm,77,word,1659024136892,1659024140425,3533,false,false;practice,1,3,F2H-CATCH.webm,77,word,1659024145541,1659024148112,2571,true,false;practice,2,1,FN86H-CATCH.webm,66,,1659024161580,1659024163793,2213,true,true;practice,3,5,FN1H.webm,88,non-word,1659024169915,1659024172376,2461,false,false;practice,4,4,F4M.webm,77,word,1659024175514,1659024178104,2590,false,false;practice,5,2,FN6M.webm,88,non-word,1659024180934,1659024183480,2546,false,false;",
358,8,"practice,0,5,FN1H.webm,88,non-word,1659024283123,1659024290850,7727,false,false;practice,1,1,FN86H-CATCH.webm,88,non-word,1659024294297,1659024297413,3116,true,false;practice,2,2,FN6M.webm,88,non-word,1659024299653,1659024302668,3015,false,false;practice,3,3,F2H-CATCH.webm,77,word,1659024304771,1659024312011,7240,true,false;practice,4,0,F40H.webm,77,word,1659024317475,1659024320528,3053,false,false;practice,5,4,F4M.webm,77,word,1659024324284,1659024327670,3386,false,false;",
208,8,"practice,0,1,FN86H-CATCH.webm,88,non-word,1659021583575,1659021589471,5896,true,false;practice,1,0,F40H.webm,77,word,1659021605941,1659021611395,5454,false,false;practice,2,3,F2H-CATCH.webm,66,,1659021615357,1659021618672,3315,true,true;practice,3,4,F4M.webm,77,word,1659021623144,1659021626572,3428,false,false;practice,4,2,FN6M.webm,88,non-word,1659021630167,1659021633542,3375,false,false;practice,5,5,FN1H.webm,88,non-word,1659021636564,1659021639554,2990,false,false;",
239,8,"practice,0,0,F40H.webm,77,word,1659021269421,1659021274468,5047,false,false;practice,1,5,FN1H.webm,88,non-word,1659021277946,1659021280683,2737,false,false;practice,2,3,F2H-CATCH.webm,77,word,1659021283179,1659021285739,2560,true,false;practice,3,4,F4M.webm,77,word,1659021294289,1659021296958,2669,false,false;practice,4,1,FN86H-CATCH.webm,66,,1659021299182,1659021301754,2572,true,true;practice,5,2,FN6M.webm,88,non-word,1659021303978,1659021307981,4003,false,false;",
308,4,"practice,0,2,FN6M.webm,88,non-word,1659021638791,1659021643067,4276,false,false;practice,1,4,F4M.webm,77,word,1659021647479,1659021651764,4285,false,false;practice,2,1,FN86H-CATCH.webm,66,,1659021654339,1659021659124,4785,true,true;practice,3,5,FN1H.webm,88,non-word,1659021663939,1659021667297,3358,false,false;practice,4,3,F2H-CATCH.webm,77,word,1659021669660,1659021672973,3313,true,false;practice,5,0,F40H.webm,77,word,1659021682071,1659021685896,3825,false,false;",
284,4,"practice,0,3,F2H-CATCH.webm,77,word,1659021437834,1659021441781,3947,true,false;practice,1,2,FN6M.webm,88,non-word,1659021456721,1659021461204,4483,false,false;practice,2,1,FN86H-CATCH.webm,66,,1659021464686,1659021467804,3118,true,true;practice,3,4,F4M.webm,77,word,1659021470096,1659021473908,3812,false,false;practice,4,5,FN1H.webm,88,non-word,1659021476133,1659021480340,4207,false,false;practice,5,0,F40H.webm,77,word,1659021482768,1659021486524,3756,false,false;",
300,4,"practice,0,5,FN1H.webm,88,non-word,1659021560346,1659021566512,6166,false,false;practice,1,2,FN6M.webm,88,non-word,1659021570710,1659021573198,2488,false,false;practice,2,1,FN86H-CATCH.webm,66,,1659021576049,1659021578319,2270,true,true;practice,3,4,F4M.webm,77,word,1659021581703,1659021585166,3463,false,false;practice,4,0,F40H.webm,77,word,1659021592658,1659021595750,3092,false,false;practice,5,3,F2H-CATCH.webm,66,,1659021598156,1659021600261,2105,true,true;",
345,4,"practice,0,0,F40H.webm,77,word,1659022389211,1659022397181,7970,false,false;practice,1,1,FN86H-CATCH.webm,66,,1659022402077,1659022405210,3133,true,true;practice,2,3,F2H-CATCH.webm,66,,1659022414094,1659022416189,2095,true,true;practice,3,5,FN1H.webm,88,non-word,1659022419604,1659022423703,4099,false,false;practice,4,2,FN6M.webm,88,non-word,1659022427308,1659022431595,4287,false,false;practice,5,4,F4M.webm,77,word,1659022434187,1659022436916,2729,false,false;",
205,4,"practice,0,5,FN1H.webm,88,non-word,1659021335747,1659021342482,6735,false,false;practice,1,2,FN6M.webm,88,non-word,1659021346182,1659021349632,3450,false,false;practice,2,0,F40H.webm,77,word,1659021352084,1659021355808,3724,false,false;practice,3,1,FN86H-CATCH.webm,77,word,1659021357953,1659021364240,6287,true,false;practice,4,4,F4M.webm,77,word,1659021372767,1659021375696,2929,false,false;practice,5,3,F2H-CATCH.webm,66,,1659021378049,1659021381625,3576,true,true;",
188,4,"practice,0,0,F40H.webm,77,word,1657218081307,1657218090862,9555,false,false;practice,1,3,F2H-CATCH.webm,77,word,1657218098506,1657218102597,4091,true,false;practice,2,5,FN1H.webm,88,non-word,1657218137624,1657218142775,5151,false,false;practice,3,2,FN6M.webm,88,non-word,1657218149258,1657218152575,3317,false,false;practice,4,1,FN86H-CATCH.webm,88,non-word,1657218157788,1657218163813,6025,true,false;practice,5,4,F4M.webm,77,word,1657218174852,1657218179063,4211,false,false;",
268,4,"practice,0,2,FN6M.webm,88,non-word,1659021620054,1659021623792,3738,false,false;practice,1,0,F40H.webm,77,word,1659021628425,1659021632321,3896,false,false;practice,2,3,F2H-CATCH.webm,77,word,1659021634471,1659021637385,2914,true,false;practice,3,5,FN1H.webm,88,non-word,1659021657323,1659021660571,3248,false,false;practice,4,4,F4M.webm,77,word,1659021663623,1659021666898,3275,false,false;practice,5,1,FN86H-CATCH.webm,66,,1659021669352,1659021673879,4527,true,true;",
214,4,"practice,0,2,FN6M.webm,88,non-word,1659021513835,1659021520441,6606,false,false;practice,1,4,F4M.webm,77,word,1659021524269,1659021526632,2363,false,false;practice,2,1,FN86H-CATCH.webm,66,,1659021528794,1659021531869,3075,true,true;practice,3,0,F40H.webm,77,word,1659021534813,1659021537416,2603,false,false;practice,4,3,F2H-CATCH.webm,66,,1659021539539,1659021541488,1949,true,true;practice,5,5,FN1H.webm,88,non-word,1659021544201,1659021547080,2879,false,false;",
252,4,"practice,0,4,F4M.webm,77,word,1659021575751,1659021582227,6476,false,false;practice,1,5,FN1H.webm,88,non-word,1659021587964,1659021591530,3566,false,false;practice,2,1,FN86H-CATCH.webm,77,word,1659021593977,1659021598763,4786,true,false;practice,3,0,F40H.webm,77,word,1659021608397,1659021611413,3016,false,false;practice,4,3,F2H-CATCH.webm,77,word,1659021614094,1659021619318,5224,true,false;practice,5,2,FN6M.webm,88,non-word,1659021631540,1659021635072,3532,false,false;",
338,4,"practice,0,2,FN6M.webm,88,non-word,1659022048806,1659022054460,5654,false,false;practice,1,0,F40H.webm,77,word,1659022060139,1659022063187,3048,false,false;practice,2,3,F2H-CATCH.webm,77,word,1659022065191,1659022067750,2559,true,false;practice,3,1,FN86H-CATCH.webm,66,,1659022078064,1659022080359,2295,true,true;practice,4,4,F4M.webm,77,word,1659022083091,1659022085788,2697,false,false;practice,5,5,FN1H.webm,88,non-word,1659022088391,1659022093845,5454,false,false;",
276,4,"practice,0,4,F4M.webm,77,word,1659021466710,1659021470054,3344,false,false;practice,1,5,FN1H.webm,88,non-word,1659021476811,1659021480626,3815,false,false;practice,2,0,F40H.webm,77,word,1659021485177,1659021487884,2707,false,false;practice,3,2,FN6M.webm,88,non-word,1659021493028,1659021496305,3277,false,false;practice,4,3,F2H-CATCH.webm,66,,1659021499263,1659021501739,2476,true,true;practice,5,1,FN86H-CATCH.webm,66,,1659021504696,1659021507602,2906,true,true;",
229,4,"practice,0,3,F2H-CATCH.webm,77,word,1659021504488,1659021511598,7110,true,false;practice,1,2,FN6M.webm,88,non-word,1659021535383,1659021542449,7066,false,false;practice,2,4,F4M.webm,77,word,1659021547704,1659021552259,4555,false,false;practice,3,0,F40H.webm,77,word,1659021555939,1659021560942,5003,false,false;practice,4,1,FN86H-CATCH.webm,66,,1659021564567,1659021568803,4236,true,true;practice,5,5,FN1H.webm,88,non-word,1659021572921,1659021579314,6393,false,false;",
221,4,"practice,0,5,FN1H.webm,88,non-word,1659021424776,1659021428343,3567,false,false;practice,1,4,F4M.webm,77,word,1659021432566,1659021435808,3242,false,false;practice,2,2,FN6M.webm,88,non-word,1659021439041,1659021441736,2695,false,false;practice,3,0,F40H.webm,77,word,1659021444636,1659021447146,2510,false,false;practice,4,3,F2H-CATCH.webm,66,,1659021450134,1659021452502,2368,true,true;practice,5,1,FN86H-CATCH.webm,66,,1659021455644,1659021457780,2136,true,true;",
316,4,"practice,0,1,FN86H-CATCH.webm,88,non-word,1659021755773,1659021759623,3850,true,false;practice,1,5,FN1H.webm,88,non-word,1659021770245,1659021773896,3651,false,false;practice,2,2,FN6M.webm,88,non-word,1659021777082,1659021780492,3410,false,false;practice,3,3,F2H-CATCH.webm,66,,1659021782933,1659021785960,3027,true,true;practice,4,4,F4M.webm,77,word,1659021788832,1659021791963,3131,false,false;practice,5,0,F40H.webm,77,word,1659021794982,1659021798951,3969,false,false;",
307,3,"practice,0,2,FN6M.webm,88,non-word,1659021560408,1659021567641,7233,false,false;practice,1,4,F4M.webm,77,word,1659021573780,1659021578579,4799,false,false;practice,2,1,FN86H-CATCH.webm,77,word,1659021580922,1659021586526,5604,true,false;practice,3,0,F40H.webm,77,word,1659021592149,1659021596120,3971,false,false;practice,4,5,FN1H.webm,88,non-word,1659021598640,1659021603261,4621,false,false;practice,5,3,F2H-CATCH.webm,77,word,1659021605234,1659021609233,3999,true,false;",
275,3,"practice,0,0,F40H.webm,77,word,1659021504074,1659021506320,2246,false,false;practice,1,2,FN6M.webm,88,non-word,1659021512437,1659021518392,5955,false,false;practice,2,4,F4M.webm,77,word,1659021520980,1659021523577,2597,false,false;practice,3,1,FN86H-CATCH.webm,88,non-word,1659021525864,1659021528456,2592,true,false;practice,4,5,FN1H.webm,88,non-word,1659021543592,1659021546056,2464,false,false;practice,5,3,F2H-CATCH.webm,66,,1659021547982,1659021550480,2498,true,true;",
259,3,"practice,0,4,F4M.webm,77,word,1659021421096,1659021428367,7271,false,false;practice,1,5,FN1H.webm,88,non-word,1659021432665,1659021437436,4771,false,false;practice,2,2,FN6M.webm,88,non-word,1659021439832,1659021444254,4422,false,false;practice,3,3,F2H-CATCH.webm,77,word,1659021446265,1659021450006,3741,true,false;practice,4,0,F40H.webm,77,word,1659021453313,1659021456797,3484,false,false;practice,5,1,FN86H-CATCH.webm,66,,1659021459396,1659021462966,3570,true,true;",
196,3,"practice,0,2,FN6M.webm,88,non-word,1657217907007,1657217916172,9165,false,false;practice,1,0,F40H.webm,77,word,1657217921115,1657217925601,4486,false,false;practice,2,4,F4M.webm,77,word,1657217928252,1657217930948,2696,false,false;practice,3,1,FN86H-CATCH.webm,88,non-word,1657217933670,1657217938608,4938,true,false;practice,4,5,FN1H.webm,88,non-word,1657217949850,1657217952093,2243,false,false;practice,5,3,F2H-CATCH.webm,66,,1657217954930,1657217957072,2142,true,true;",
346,3,"practice,0,4,F4M.webm,77,word,1659022517987,1659022521829,3842,false,false;practice,1,0,F40H.webm,77,word,1659022525573,1659022528022,2449,false,false;practice,2,5,FN1H.webm,88,non-word,1659022529715,1659022534077,4362,false,false;practice,3,3,F2H-CATCH.webm,66,,1659022535947,1659022538402,2455,true,true;practice,4,2,FN6M.webm,88,non-word,1659022540286,1659022543055,2769,false,false;practice,5,1,FN86H-CATCH.webm,88,non-word,1659022544845,1659022547599,2754,true,false;",
251,3,"practice,0,4,F4M.webm,77,word,1659021674468,1659021681399,6931,false,false;practice,1,5,FN1H.webm,88,non-word,1659021685230,1659021689141,3911,false,false;practice,2,3,F2H-CATCH.webm,77,word,1659021695057,1659021698437,3380,true,false;practice,3,2,FN6M.webm,88,non-word,1659021705310,1659021709188,3878,false,false;practice,4,1,FN86H-CATCH.webm,88,non-word,1659021711340,1659021716061,4721,true,false;practice,5,0,F40H.webm,77,word,1659021720137,1659021723549,3412,false,false;",
220,3,"practice,0,3,F2H-CATCH.webm,77,word,1659021534556,1659021538692,4136,true,false;practice,1,4,F4M.webm,77,word,1659021568864,1659021575028,6164,false,false;practice,2,2,FN6M.webm,88,non-word,1659021581842,1659021587874,6032,false,false;practice,3,0,F40H.webm,77,word,1659021591933,1659021596690,4757,false,false;practice,4,5,FN1H.webm,88,non-word,1659021599903,1659021604226,4323,false,false;practice,5,1,FN86H-CATCH.webm,66,,1659021607303,1659021613282,5979,true,true;",
228,3,"practice,0,0,F40H.webm,77,word,1659021316291,1659021321391,5100,false,false;practice,1,3,F2H-CATCH.webm,77,word,1659021325435,1659021328999,3564,true,false;practice,2,2,FN6M.webm,88,non-word,1659021339750,1659021342821,3071,false,false;practice,3,5,FN1H.webm,88,non-word,1659021345462,1659021347876,2414,false,false;practice,4,1,FN86H-CATCH.webm,77,word,1659021350280,1659021357318,7038,true,false;practice,5,4,F4M.webm,77,word,1659021359186,1659021362490,3304,false,false;",
235,3,"practice,0,3,F2H-CATCH.webm,77,word,1659021451177,1659021454070,2893,true,false;practice,1,0,F40H.webm,77,word,1659021463628,1659021468063,4435,false,false;practice,2,2,FN6M.webm,88,non-word,1659021470987,1659021473883,2896,false,false;practice,3,1,FN86H-CATCH.webm,66,,1659021475988,1659021478691,2703,true,true;practice,4,4,F4M.webm,77,word,1659021480848,1659021483581,2733,false,false;practice,5,5,FN1H.webm,88,non-word,1659021485639,1659021488839,3200,false,false;",
299,3,"practice,0,3,F2H-CATCH.webm,77,word,1659021516201,1659021524434,8233,true,false;practice,1,0,F40H.webm,77,word,1659021531409,1659021537087,5678,false,false;practice,2,4,F4M.webm,77,word,1659021539595,1659021542090,2495,false,false;practice,3,2,FN6M.webm,88,non-word,1659021544174,1659021547725,3551,false,false;practice,4,5,FN1H.webm,88,non-word,1659021551384,1659021554094,2710,false,false;practice,5,1,FN86H-CATCH.webm,66,,1659021556308,1659021558407,2099,true,true;",
243,3,"practice,0,5,FN1H.webm,88,non-word,1659021573354,1659021577257,3903,false,false;practice,1,4,F4M.webm,77,word,1659021584105,1659021586910,2805,false,false;practice,2,2,FN6M.webm,88,non-word,1659021590131,1659021593409,3278,false,false;practice,3,1,FN86H-CATCH.webm,66,,1659021596876,1659021599544,2668,true,true;practice,4,3,F2H-CATCH.webm,66,,1659021602237,1659021604847,2610,true,true;practice,5,0,F40H.webm,77,word,1659021607403,1659021610179,2776,false,false;",
